CombinedScore,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
7.299999999999999,6.2,6,5,4,8,5,no,yes,no,distro making,database security,no,yes,medium,poor,Management,system developer,job,Testing and Maintainance Services,yes,no,Satire,Work,yes,gentle,Management,salary,hard worker,no,no,Systems Analyst
8.512500000000001,9.4,11,1,2,2,8,yes,no,yes,shell programming,web technologies,no,yes,medium,poor,Software Engineering,developer,higherstudies,Finance,yes,yes,Mystery,Work,no,gentle,Technical,salary,smart worker,yes,no,Business Systems Analyst
7.6625,6.2,6,1,5,4,7,no,no,no,hadoop,data science,no,no,excellent,medium,hacking,testing,job,Service Based,yes,yes,History,salary,yes,stubborn,Technical,work,hard worker,no,yes,Programmer Analyst
8.0375,8.7,12,2,4,6,1,yes,yes,no,information security,data science,no,yes,medium,excellent,Computer Architecture,developer,job,Cloud Services,yes,no,Self help,Work,no,gentle,Management,salary,smart worker,no,no,Technical Engineer
7.1,6.9,11,2,0,9,3,no,yes,yes,information security,cloud computing,no,yes,excellent,poor,Management,Business process analyst,job,Sales and Marketing,no,no,Encyclopedias,Work,no,gentle,Technical,salary,hard worker,yes,no,Project Manager
7.4875,7.5,6,1,0,4,9,yes,yes,yes,r programming,data science,no,yes,medium,excellent,data engineering,cloud computing,job,Testing and Maintainance Services,yes,yes,Poetry,salary,yes,stubborn,Management,work,hard worker,yes,no,CRM Business Analyst
7.299999999999999,8.5,5,7,5,8,7,no,no,yes,python,cloud computing,no,no,poor,excellent,Management,security,job,Service Based,no,no,History,Work,yes,gentle,Management,salary,hard worker,yes,no,Applications Developer
7.762500000000001,8.5,9,3,1,9,9,no,no,no,app development,testing,yes,no,poor,excellent,Computer Architecture,Business process analyst,higherstudies,Product based,yes,yes,Self help,salary,no,stubborn,Technical,salary,hard worker,yes,yes,E-Commerce Analyst
7.575,7.3,5,5,6,6,5,yes,no,no,shell programming,data science,yes,yes,excellent,medium,Software Engineering,cloud computing,job,Service Based,no,no,Series,salary,yes,stubborn,Technical,work,hard worker,yes,no,Business Intelligence Analyst
7.4625,8.5,10,3,5,2,7,no,yes,no,full stack,cloud computing,no,yes,poor,medium,networks,Business process analyst,higherstudies,Finance,yes,yes,Mystery,Work,yes,stubborn,Technical,salary,hard worker,no,no,Database Developer
7.475,6.6,8,3,3,8,9,no,yes,no,python,game development,yes,yes,poor,excellent,Management,security,job,Cloud Services,no,no,Horror,salary,yes,gentle,Management,salary,hard worker,no,no,Network Security Engineer
7.0375000000000005,7.4,8,7,2,3,6,no,yes,no,python,web technologies,no,no,medium,excellent,data engineering,system developer,higherstudies,Testing and Maintainance Services,no,yes,Science fiction,Work,yes,stubborn,Management,salary,smart worker,no,yes,Technical Services/Help Desk/Tech Support
7.7875000000000005,8.9,7,6,6,2,8,yes,no,no,hadoop,hacking,no,yes,excellent,medium,data engineering,testing,job,Testing and Maintainance Services,yes,no,Religion-Spirituality,Work,yes,gentle,Technical,work,smart worker,yes,no,Solutions Architect
7.5375,6.3,4,6,2,2,2,no,yes,no,machine learning,game development,no,no,poor,medium,data engineering,Business process analyst,higherstudies,Testing and Maintainance Services,yes,yes,Horror,salary,yes,stubborn,Management,salary,hard worker,no,yes,Business Intelligence Analyst
7.8375,7.2,4,5,5,8,5,no,no,yes,full stack,database security,no,no,medium,excellent,networks,developer,job,Cloud Services,yes,no,Comics,Work,yes,stubborn,Technical,salary,hard worker,no,no,Database Developer
7.487499999999999,9.4,8,7,3,7,4,no,yes,yes,shell programming,web technologies,no,no,excellent,medium,data engineering,Business process analyst,higherstudies,Sales and Marketing,yes,yes,Encyclopedias,Work,yes,gentle,Management,salary,smart worker,yes,no,Quality Assurance Associate
7.925000000000001,6.3,9,9,3,6,5,no,no,no,full stack,data science,no,no,poor,medium,parallel computing,testing,job,Product based,no,yes,Prayer books,Work,no,gentle,Technical,work,smart worker,no,yes,Information Technology Auditor
7.8125,8.4,11,7,5,3,9,no,no,no,shell programming,game development,no,yes,poor,poor,parallel computing,Business process analyst,higherstudies,Finance,no,yes,Poetry,Work,no,gentle,Technical,salary,hard worker,yes,yes,Solutions Architect
7.375,7.3,12,7,6,8,7,yes,yes,no,distro making,database security,no,yes,poor,medium,parallel computing,cloud computing,higherstudies,product development,no,no,Science fiction,Work,yes,stubborn,Management,work,hard worker,no,yes,Information Technology Auditor
8.037500000000001,8.7,10,6,3,5,3,yes,yes,yes,machine learning,cloud computing,yes,no,medium,poor,parallel computing,testing,higherstudies,Product based,no,no,Romance,salary,no,gentle,Management,work,hard worker,yes,no,Software Systems Engineer
7.700000000000001,6.4,4,3,3,4,3,no,no,no,hadoop,hacking,yes,yes,excellent,excellent,IOT,cloud computing,job,SAaS services,yes,yes,Travel,Work,yes,gentle,Management,salary,hard worker,no,no,Data Architect
7.75,6.2,4,3,3,9,9,yes,no,no,python,data science,no,yes,poor,poor,programming,developer,higherstudies,Cloud Services,yes,yes,Journals,salary,no,stubborn,Management,work,hard worker,no,yes,Data Architect
8.475,6.5,11,9,1,2,1,yes,yes,yes,r programming,system designing,yes,no,excellent,medium,cloud computing,testing,higherstudies,Finance,no,yes,Childrens,salary,yes,stubborn,Management,salary,hard worker,yes,no,Network Security Administrator
7.700000000000001,7.2,5,5,2,8,1,yes,yes,yes,hadoop,database security,yes,yes,poor,poor,Computer Architecture,Business process analyst,job,SAaS services,no,no,Diaries,salary,no,gentle,Management,salary,hard worker,no,no,Network Security Administrator
7.375,8.0,12,1,6,3,7,no,yes,yes,full stack,cloud computing,yes,yes,medium,poor,Computer Architecture,Business process analyst,higherstudies,Product based,no,no,Travel,Work,yes,stubborn,Management,work,hard worker,yes,no,Network Engineer
8.5,7.6,8,5,3,2,5,no,yes,no,shell programming,cloud computing,no,no,excellent,excellent,networks,developer,job,Web Services,no,no,Travel,salary,yes,stubborn,Technical,salary,hard worker,yes,no,Network Security Administrator
7.737499999999999,6.0,11,4,1,4,8,no,no,no,full stack,database security,no,no,excellent,poor,cloud computing,Business process analyst,job,Sales and Marketing,no,yes,Encyclopedias,Work,no,gentle,Technical,work,hard worker,no,no,Technical Support
7.7875,8.0,4,8,6,2,5,no,no,yes,shell programming,cloud computing,no,yes,poor,poor,data engineering,cloud computing,higherstudies,Finance,yes,yes,Childrens,salary,no,gentle,Management,salary,hard worker,no,yes,Mobile Applications Developer
7.7,6.6,8,4,3,2,7,no,yes,yes,hadoop,testing,no,no,excellent,poor,Computer Architecture,cloud computing,higherstudies,Product based,no,no,Poetry,salary,no,gentle,Technical,work,hard worker,no,no,Software Engineer
7.8,6.4,7,2,4,9,6,no,no,no,information security,game development,yes,yes,medium,medium,programming,Business process analyst,higherstudies,Service Based,yes,no,Prayer books,Work,yes,stubborn,Technical,salary,smart worker,yes,no,Business Systems Analyst
7.5125,8.1,7,5,0,4,8,yes,yes,yes,full stack,cloud computing,no,yes,excellent,medium,cloud computing,system developer,job,product development,no,yes,Science,Work,no,stubborn,Technical,work,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7.250000000000001,9.3,12,5,0,7,7,yes,yes,no,app development,game development,yes,yes,poor,poor,networks,Business process analyst,higherstudies,Product based,yes,no,Comics,Work,yes,gentle,Management,work,hard worker,no,yes,Technical Support
7.8500000000000005,8.3,5,1,0,3,2,no,no,yes,r programming,database security,yes,no,medium,poor,Management,system developer,higherstudies,Web Services,no,no,Prayer books,salary,yes,stubborn,Management,salary,hard worker,no,no,Software Developer
8.175,6.6,10,4,2,2,4,no,yes,no,r programming,data science,no,yes,medium,excellent,Computer Architecture,system developer,higherstudies,Cloud Services,no,yes,Diaries,salary,yes,gentle,Technical,salary,smart worker,yes,no,CRM Business Analyst
7.875,8.0,10,9,1,7,5,yes,no,no,r programming,system designing,yes,yes,medium,medium,networks,security,job,Finance,yes,yes,Art,Work,no,stubborn,Management,work,smart worker,no,yes,Database Manager
7.5874999999999995,6.7,12,3,1,8,3,yes,yes,yes,python,game development,no,yes,poor,excellent,networks,developer,job,product development,no,no,Travel,salary,no,stubborn,Management,work,hard worker,no,no,Network Security Engineer
8.350000000000001,6.1,7,6,0,4,8,no,yes,no,machine learning,database security,no,yes,poor,poor,hacking,Business process analyst,job,Product based,no,no,Science,Work,no,stubborn,Management,salary,smart worker,no,yes,Portal Administrator
8.0625,7.8,5,7,1,6,2,yes,yes,yes,distro making,database security,no,yes,poor,excellent,hacking,Business process analyst,higherstudies,Product based,no,yes,Guide,Work,no,gentle,Technical,salary,hard worker,no,no,Mobile Applications Developer
7.624999999999999,6.3,5,2,4,9,5,no,yes,no,full stack,web technologies,yes,no,excellent,medium,hacking,testing,higherstudies,Web Services,yes,yes,Journals,salary,no,gentle,Management,salary,hard worker,yes,yes,UX Designer
7.1499999999999995,6.8,12,8,6,4,4,yes,no,yes,r programming,cloud computing,no,no,poor,medium,hacking,security,job,BPA,no,yes,Art,salary,no,gentle,Management,work,smart worker,yes,no,E-Commerce Analyst
7.662500000000001,7.5,7,6,1,2,8,no,yes,no,hadoop,cloud computing,no,no,medium,poor,cloud computing,testing,higherstudies,BPA,no,yes,Cookbooks,Work,no,stubborn,Technical,work,hard worker,yes,yes,E-Commerce Analyst
7.9125,9.1,7,1,4,1,3,no,no,yes,app development,cloud computing,yes,no,medium,medium,networks,developer,job,Product based,yes,yes,Health,Work,yes,stubborn,Management,salary,smart worker,no,yes,Network Security Administrator
7.4,7.5,4,1,1,7,2,no,no,yes,python,testing,no,yes,excellent,poor,cloud computing,developer,higherstudies,BPA,yes,yes,Biographies,Work,no,stubborn,Management,work,hard worker,no,yes,Database Manager
8.6,8.6,12,5,6,5,3,yes,no,no,machine learning,testing,no,no,medium,excellent,Management,cloud computing,higherstudies,Service Based,yes,no,Trilogy,Work,yes,gentle,Management,salary,smart worker,yes,yes,Information Security Analyst
7.737500000000001,8.0,9,5,3,1,5,yes,no,yes,distro making,database security,yes,yes,excellent,medium,parallel computing,cloud computing,job,BPA,yes,no,Self help,Work,yes,gentle,Management,work,hard worker,yes,no,Network Engineer
7.949999999999999,9.2,4,2,6,9,9,no,yes,yes,full stack,hacking,yes,no,excellent,excellent,IOT,Business process analyst,higherstudies,Service Based,yes,yes,Dictionaries,Work,yes,stubborn,Technical,work,smart worker,no,yes,Data Architect
7.525,7.3,5,5,0,3,8,no,no,yes,distro making,system designing,no,no,medium,medium,Software Engineering,developer,job,Cloud Services,yes,no,Religion-Spirituality,salary,no,gentle,Management,salary,smart worker,no,no,Technical Services/Help Desk/Tech Support
7.6125,8.8,7,4,3,5,9,no,yes,yes,python,web technologies,no,no,medium,excellent,Software Engineering,security,job,Sales and Marketing,yes,no,Guide,salary,yes,stubborn,Management,salary,hard worker,no,no,Network Security Engineer
8.1375,9.3,7,2,2,4,7,yes,no,no,shell programming,web technologies,yes,yes,excellent,excellent,data engineering,system developer,job,Product based,no,no,Poetry,salary,no,gentle,Technical,salary,smart worker,no,no,Solutions Architect
7.5625,6.1,12,4,3,8,5,no,no,no,shell programming,data science,no,yes,poor,excellent,programming,Business process analyst,job,product development,yes,yes,Anthology,Work,yes,gentle,Technical,work,hard worker,yes,yes,Systems Analyst
7.8125,6.1,6,1,6,4,6,yes,no,yes,distro making,data science,yes,yes,poor,excellent,parallel computing,system developer,job,Cloud Services,yes,yes,Comics,Work,no,gentle,Technical,salary,smart worker,no,no,CRM Business Analyst
7.187499999999999,6.2,9,2,4,3,6,yes,no,yes,machine learning,cloud computing,yes,no,medium,excellent,Management,security,job,product development,yes,no,Travel,Work,no,stubborn,Technical,work,hard worker,yes,no,Quality Assurance Associate
7.35,6.7,11,9,2,8,2,yes,yes,no,machine learning,data science,yes,no,medium,excellent,Management,security,higherstudies,Product based,yes,no,Math,Work,yes,stubborn,Technical,work,smart worker,no,no,Database Developer
7.7625,7.3,5,3,2,9,4,no,yes,yes,python,data science,no,no,medium,poor,networks,cloud computing,job,Service Based,yes,yes,Anthology,Work,yes,gentle,Management,work,smart worker,no,yes,Business Intelligence Analyst
7.3375,8.4,5,6,5,8,1,no,no,yes,app development,data science,yes,no,excellent,excellent,hacking,testing,job,Testing and Maintainance Services,yes,yes,Trilogy,Work,yes,gentle,Technical,salary,smart worker,no,yes,Network Security Administrator
7.3125,7.7,6,9,5,5,2,yes,no,no,r programming,database security,no,no,medium,poor,hacking,testing,job,Finance,yes,yes,Art,Work,no,stubborn,Management,work,hard worker,no,yes,Systems Security Administrator
7.7749999999999995,7.1,7,3,6,2,8,yes,no,no,distro making,data science,no,yes,medium,medium,cloud computing,security,higherstudies,Web Services,yes,no,Dictionaries,salary,no,stubborn,Technical,salary,hard worker,yes,yes,Network Security Engineer
6.7749999999999995,7.7,7,8,4,7,8,no,yes,no,information security,testing,no,no,excellent,poor,networks,testing,higherstudies,Testing and Maintainance Services,yes,yes,Satire,Work,yes,gentle,Technical,work,hard worker,yes,yes,Network Security Administrator
8.4375,6.5,5,8,1,8,3,yes,no,no,full stack,data science,yes,no,poor,poor,Software Engineering,security,higherstudies,SAaS services,yes,yes,Fantasy,Work,yes,gentle,Technical,work,smart worker,no,yes,Information Technology Manager
7.5875,7.0,12,8,2,2,8,no,yes,yes,r programming,database security,no,no,excellent,medium,cloud computing,security,job,Testing and Maintainance Services,no,yes,Series,Work,yes,stubborn,Management,salary,hard worker,no,no,Information Technology Manager
7.0625,8.1,11,4,4,9,3,no,no,yes,hadoop,testing,yes,yes,poor,medium,programming,Business process analyst,job,Product based,yes,no,Guide,salary,no,gentle,Management,work,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7.175000000000001,7.0,5,5,5,9,5,yes,no,no,r programming,database security,yes,no,poor,medium,hacking,Business process analyst,higherstudies,Sales and Marketing,no,yes,Science,salary,no,gentle,Technical,salary,hard worker,no,no,Design & UX
7.887499999999999,6.4,12,5,0,8,1,no,no,yes,full stack,system designing,no,yes,medium,medium,Software Engineering,cloud computing,job,Web Services,yes,no,Health,Work,yes,stubborn,Management,salary,smart worker,no,yes,Information Technology Auditor
7.275,6.5,6,9,1,1,6,yes,no,yes,shell programming,system designing,no,no,poor,medium,Computer Architecture,security,higherstudies,Web Services,yes,yes,Travel,Work,yes,stubborn,Management,salary,hard worker,no,yes,Business Systems Analyst
7.012499999999999,9.1,11,8,5,2,4,no,yes,yes,shell programming,cloud computing,yes,no,excellent,excellent,cloud computing,security,higherstudies,Sales and Marketing,yes,yes,Series,Work,no,gentle,Management,salary,smart worker,no,no,Network Engineer
7.799999999999999,6.2,10,8,5,8,5,yes,no,no,shell programming,testing,no,no,poor,excellent,Computer Architecture,Business process analyst,job,Cloud Services,no,no,Fantasy,salary,yes,stubborn,Management,salary,hard worker,no,no,Web Developer
8.175,6.8,10,7,1,2,3,yes,yes,no,python,system designing,yes,no,poor,poor,IOT,cloud computing,job,product development,yes,no,Drama,Work,yes,gentle,Management,salary,hard worker,yes,no,Technical Services/Help Desk/Tech Support
7.574999999999999,8.1,12,7,4,1,1,yes,no,yes,app development,data science,no,yes,poor,poor,IOT,developer,job,Service Based,no,no,Guide,Work,yes,stubborn,Management,work,smart worker,yes,yes,Technical Engineer
8.0875,9.4,8,8,3,1,4,no,yes,no,information security,game development,yes,no,poor,excellent,parallel computing,developer,higherstudies,Finance,no,no,Series,Work,no,gentle,Management,salary,smart worker,no,no,E-Commerce Analyst
7.775,8.4,8,3,0,7,7,no,no,no,machine learning,testing,yes,yes,medium,medium,Software Engineering,testing,higherstudies,Service Based,no,yes,Romance,Work,yes,stubborn,Management,work,hard worker,no,yes,Network Engineer
7.625,7.8,6,1,3,6,2,no,yes,no,information security,hacking,yes,no,poor,excellent,cloud computing,security,higherstudies,Cloud Services,no,yes,History,salary,no,gentle,Management,work,smart worker,yes,no,Network Engineer
7.575,6.9,4,9,5,6,7,no,no,yes,full stack,game development,no,no,medium,poor,cloud computing,Business process analyst,higherstudies,Finance,no,no,Prayer books,salary,yes,stubborn,Technical,work,hard worker,yes,yes,Business Systems Analyst
7.550000000000001,7.7,10,8,1,4,6,yes,no,yes,full stack,database security,no,yes,medium,medium,hacking,Business process analyst,higherstudies,Sales and Marketing,no,no,Religion-Spirituality,salary,yes,stubborn,Management,salary,hard worker,yes,no,Network Security Administrator
8.0,7.2,6,1,3,4,9,yes,no,yes,information security,hacking,yes,no,poor,excellent,Software Engineering,system developer,higherstudies,Finance,yes,no,Art,Work,yes,gentle,Technical,work,hard worker,yes,no,Applications Developer
7.9125,7.8,11,9,0,7,7,yes,no,no,distro making,game development,yes,no,excellent,excellent,networks,developer,higherstudies,Service Based,yes,no,Series,salary,no,gentle,Technical,work,smart worker,yes,no,Mobile Applications Developer
7.4875,7.3,6,8,4,8,1,no,no,no,distro making,testing,no,yes,excellent,medium,hacking,Business process analyst,job,Finance,yes,yes,Cookbooks,salary,yes,gentle,Management,work,smart worker,yes,yes,Database Developer
7.787500000000001,6.2,6,6,2,8,8,yes,no,yes,hadoop,testing,yes,no,excellent,medium,hacking,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Self help,Work,yes,stubborn,Technical,salary,hard worker,no,no,Systems Security Administrator
7.6625000000000005,8.8,9,3,4,7,5,yes,yes,yes,python,system designing,no,no,poor,medium,programming,developer,higherstudies,Cloud Services,no,yes,Guide,salary,yes,gentle,Technical,work,hard worker,yes,yes,Database Manager
7.512500000000001,7.1,11,5,6,6,7,yes,yes,no,hadoop,database security,yes,no,poor,medium,programming,testing,higherstudies,product development,no,yes,Series,Work,yes,gentle,Technical,work,hard worker,no,yes,Technical Support
7.825,7.5,7,7,1,6,5,yes,no,no,full stack,web technologies,no,yes,medium,medium,networks,security,job,Sales and Marketing,yes,yes,Childrens,Work,no,gentle,Technical,salary,smart worker,yes,yes,Database Developer
7.5875,8.7,7,4,6,7,8,yes,no,yes,hadoop,testing,no,no,medium,excellent,Software Engineering,testing,higherstudies,Finance,no,yes,Science,salary,yes,stubborn,Management,salary,smart worker,no,no,Business Intelligence Analyst
7.5,6.0,8,7,0,7,3,yes,no,yes,r programming,system designing,no,no,excellent,medium,hacking,developer,job,Cloud Services,no,yes,Guide,salary,yes,stubborn,Technical,salary,smart worker,yes,yes,Project Manager
8.225,6.1,12,2,2,9,8,no,no,yes,python,database security,yes,no,poor,medium,cloud computing,developer,job,Testing and Maintainance Services,no,yes,Health,Work,no,stubborn,Management,salary,hard worker,no,yes,Network Security Engineer
6.987500000000001,6.3,8,1,0,3,7,yes,no,no,app development,cloud computing,yes,no,excellent,poor,Software Engineering,security,higherstudies,Cloud Services,no,yes,Comics,salary,yes,stubborn,Technical,salary,hard worker,yes,yes,Information Technology Auditor
7.300000000000001,6.8,11,2,3,7,4,no,yes,yes,shell programming,database security,yes,no,excellent,excellent,hacking,security,job,Service Based,yes,yes,Poetry,Work,no,gentle,Management,work,hard worker,yes,yes,Software Developer
7.05,7.4,9,2,5,4,1,no,yes,yes,full stack,database security,yes,yes,excellent,poor,networks,cloud computing,job,product development,yes,no,Cookbooks,Work,no,stubborn,Technical,salary,hard worker,yes,no,Database Administrator
7.825,9.0,11,6,0,9,3,no,yes,yes,distro making,database security,no,no,poor,poor,data engineering,Business process analyst,higherstudies,Product based,yes,yes,Encyclopedias,Work,yes,gentle,Technical,salary,hard worker,no,yes,Web Developer
7.325000000000001,9.1,8,5,2,1,6,no,yes,yes,information security,testing,no,yes,excellent,poor,Computer Architecture,testing,job,Cloud Services,yes,no,Cookbooks,Work,no,stubborn,Management,salary,smart worker,yes,no,Web Developer
8.0375,8.6,6,3,1,3,5,yes,no,no,hadoop,game development,no,yes,poor,poor,data engineering,cloud computing,job,product development,no,no,Biographies,Work,yes,stubborn,Management,salary,hard worker,no,yes,Design & UX
7.5375,7.9,11,4,6,5,5,yes,yes,yes,machine learning,database security,yes,no,excellent,excellent,Software Engineering,Business process analyst,job,Finance,no,no,Prayer books,salary,yes,stubborn,Management,salary,hard worker,no,yes,Web Developer
7.7625,8.8,5,8,3,2,9,no,yes,no,machine learning,game development,no,no,excellent,excellent,Computer Architecture,system developer,higherstudies,SAaS services,no,no,Dictionaries,Work,no,gentle,Management,work,smart worker,yes,no,Network Engineer
7.075000000000001,9.2,4,1,3,1,6,no,no,no,hadoop,game development,yes,no,medium,medium,IOT,system developer,job,Product based,no,yes,Encyclopedias,salary,no,gentle,Technical,salary,smart worker,no,no,Web Developer
7.449999999999999,8.1,8,1,3,4,4,yes,yes,yes,r programming,cloud computing,no,no,poor,poor,parallel computing,Business process analyst,job,BPA,yes,yes,Cookbooks,Work,yes,stubborn,Management,work,hard worker,no,no,Software Systems Engineer
7.612500000000001,7.6,12,2,3,7,8,yes,no,yes,distro making,system designing,no,yes,medium,medium,networks,security,job,Testing and Maintainance Services,no,no,Dictionaries,Work,yes,gentle,Management,salary,hard worker,yes,no,Quality Assurance Associate
7.6,7.2,6,2,3,3,5,no,no,yes,python,database security,no,no,medium,poor,cloud computing,developer,higherstudies,Service Based,no,no,Mystery,Work,yes,gentle,Management,work,hard worker,no,no,UX Designer
7.9,7.0,12,7,1,4,6,no,no,yes,python,web technologies,yes,no,excellent,medium,Software Engineering,cloud computing,higherstudies,Sales and Marketing,yes,no,History,salary,no,stubborn,Management,work,smart worker,no,yes,Network Security Administrator
7.824999999999999,6.4,12,2,3,6,6,no,no,no,hadoop,testing,no,yes,poor,poor,cloud computing,security,higherstudies,Testing and Maintainance Services,yes,no,Anthology,salary,yes,gentle,Technical,salary,hard worker,no,no,CRM Business Analyst
7.949999999999999,8.1,8,9,0,6,4,no,no,yes,python,data science,no,yes,excellent,excellent,networks,system developer,higherstudies,SAaS services,yes,no,Trilogy,salary,yes,gentle,Management,salary,smart worker,no,no,Technical Support
7.95,6.6,5,4,6,3,4,no,no,yes,distro making,database security,no,yes,medium,medium,hacking,Business process analyst,higherstudies,BPA,no,no,Action and Adventure,Work,no,gentle,Management,salary,hard worker,yes,no,Information Technology Auditor
7.3374999999999995,7.8,10,5,4,4,8,no,no,yes,app development,hacking,yes,no,excellent,poor,IOT,testing,job,Product based,no,no,Math,Work,no,gentle,Technical,salary,smart worker,yes,yes,Data Architect
8.0,8.8,10,5,0,8,8,no,no,yes,r programming,database security,yes,yes,poor,medium,networks,cloud computing,higherstudies,Web Services,no,yes,Cookbooks,salary,no,gentle,Management,salary,smart worker,no,no,Database Developer
7.762499999999999,7.0,8,6,3,7,3,yes,yes,no,machine learning,data science,no,no,poor,excellent,programming,developer,higherstudies,BPA,no,no,Guide,salary,no,stubborn,Technical,work,smart worker,yes,no,Information Security Analyst
7.987500000000001,9.0,12,7,5,2,6,no,no,yes,python,cloud computing,yes,no,medium,poor,programming,testing,job,Testing and Maintainance Services,no,yes,Trilogy,Work,yes,stubborn,Management,salary,smart worker,no,yes,Database Developer
8.075,8.7,10,3,5,8,8,yes,yes,no,app development,hacking,no,yes,poor,excellent,parallel computing,testing,higherstudies,SAaS services,yes,no,Romance,Work,no,stubborn,Technical,salary,hard worker,no,yes,UX Designer
7.55,7.7,10,7,6,5,8,no,yes,yes,information security,web technologies,yes,yes,poor,poor,data engineering,developer,higherstudies,Sales and Marketing,no,no,Series,Work,yes,gentle,Technical,salary,hard worker,yes,yes,Business Systems Analyst
7.425000000000001,6.1,5,2,1,2,4,no,no,no,distro making,testing,yes,no,excellent,medium,hacking,system developer,higherstudies,SAaS services,no,no,Science,Work,yes,gentle,Management,salary,smart worker,yes,no,Network Engineer
7.6875,9.1,9,3,2,7,2,yes,yes,no,r programming,database security,no,no,excellent,excellent,programming,security,job,Finance,yes,yes,Self help,Work,no,stubborn,Technical,work,smart worker,no,no,Quality Assurance Associate
7.750000000000001,6.4,8,5,1,5,5,yes,yes,yes,r programming,game development,yes,no,poor,excellent,parallel computing,developer,job,Product based,yes,yes,Trilogy,Work,no,gentle,Technical,work,hard worker,no,yes,Software Systems Engineer
7.8625,9.3,11,8,3,9,6,yes,no,yes,distro making,testing,no,no,medium,medium,networks,testing,job,Finance,yes,no,Math,Work,no,stubborn,Technical,work,smart worker,yes,no,Programmer Analyst
7.9125,6.5,7,6,0,8,9,no,no,yes,full stack,testing,no,no,excellent,medium,hacking,developer,higherstudies,Cloud Services,no,no,Journals,Work,yes,gentle,Management,work,smart worker,no,yes,Business Intelligence Analyst
7.675,7.6,5,9,3,8,8,yes,yes,no,python,testing,yes,yes,poor,medium,Management,security,job,SAaS services,yes,yes,Series,salary,yes,stubborn,Technical,work,hard worker,no,no,Database Administrator
7.175000000000001,7.5,4,1,3,6,1,yes,yes,no,information security,hacking,yes,yes,poor,excellent,data engineering,developer,job,Sales and Marketing,yes,yes,Science,salary,no,stubborn,Management,work,hard worker,yes,yes,Technical Services/Help Desk/Tech Support
7.575,7.6,12,2,3,9,2,no,yes,no,information security,web technologies,no,yes,medium,poor,Computer Architecture,developer,higherstudies,Testing and Maintainance Services,no,no,Satire,Work,yes,gentle,Management,work,smart worker,no,no,Technical Engineer
7.9750000000000005,6.6,9,5,3,6,7,no,no,no,python,data science,yes,yes,medium,excellent,hacking,security,higherstudies,Web Services,yes,no,Comics,salary,no,gentle,Technical,work,smart worker,yes,no,Technical Services/Help Desk/Tech Support
8.1,8.3,7,8,1,8,8,no,yes,no,hadoop,database security,yes,yes,medium,medium,programming,developer,higherstudies,Cloud Services,yes,yes,Health,Work,yes,stubborn,Management,salary,smart worker,yes,no,Technical Support
7.9125000000000005,8.8,10,4,3,7,1,no,no,yes,distro making,data science,no,no,poor,poor,IOT,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Poetry,Work,no,gentle,Management,salary,hard worker,no,no,Business Systems Analyst
7.625,6.9,5,2,1,1,2,no,yes,yes,shell programming,data science,no,yes,medium,medium,programming,system developer,job,Web Services,yes,yes,Mystery,Work,no,stubborn,Technical,salary,hard worker,no,yes,Portal Administrator
7.5,6.2,6,6,1,1,1,yes,yes,no,hadoop,data science,yes,yes,excellent,medium,Management,testing,job,Sales and Marketing,no,no,Self help,salary,yes,gentle,Technical,salary,smart worker,yes,yes,Software Developer
7.925,7.0,8,1,1,3,3,no,yes,yes,distro making,hacking,yes,yes,medium,excellent,Computer Architecture,testing,job,BPA,yes,no,Guide,salary,no,stubborn,Management,salary,smart worker,no,no,E-Commerce Analyst
8.25,7.5,12,4,4,2,9,no,no,no,r programming,game development,no,yes,poor,poor,cloud computing,cloud computing,higherstudies,Cloud Services,yes,yes,Health,Work,yes,stubborn,Management,salary,hard worker,no,no,Programmer Analyst
7.4125,8.5,10,9,1,9,2,yes,no,yes,hadoop,cloud computing,yes,no,medium,excellent,Software Engineering,cloud computing,job,Service Based,yes,no,Math,Work,yes,stubborn,Technical,work,smart worker,yes,no,Data Architect
7.4,6.5,9,4,0,3,2,no,yes,no,r programming,cloud computing,yes,no,medium,excellent,Computer Architecture,testing,job,Product based,yes,yes,Cookbooks,salary,no,stubborn,Management,salary,smart worker,no,no,Database Administrator
8.175,9.3,7,8,1,4,9,no,no,no,hadoop,system designing,no,no,excellent,excellent,hacking,cloud computing,higherstudies,BPA,no,no,Comics,Work,no,gentle,Technical,salary,hard worker,yes,no,CRM Technical Developer
7.5,6.9,6,9,2,9,5,yes,yes,yes,python,database security,no,no,excellent,poor,hacking,cloud computing,job,Sales and Marketing,yes,no,Prayer books,Work,yes,gentle,Technical,work,smart worker,no,yes,Systems Analyst
